id,title,problem,idea,impact,agree,disagree
107,"智慧新竹一站式城市資訊 App","新竹市擁有豐富的藝文活動、社區新聞與特色景點。然而，目前居民獲取這些資訊的管道相對分散。例如，想知道最新的市政活動，可能需要上新竹市政府網站；想了解社區大小事，可能要追蹤特定社群媒體帳號；想找週末約會或親子出遊地點，又得花時間在各大旅遊網站或部落格搜尋。 資訊落差不僅耗費居民時間，也可能導致許多精彩的活動或重要資訊被錯過，無法有效地連結在地資源，降低了居民對城市生活的參與感與便利性。","我許願新竹市政府能開發一個專為新竹居民設計的整合性手機 App。 這個 App 可以包含以下核心功能： 活動行事曆： 即時更新新竹市內最新的文化、藝術、體育、親子等各類活動資訊，並可依據使用者偏好（如：親子、藝文、戶外）進行篩選，還能將活動加入個人行事曆中。 新竹在地新聞： 整合新竹市政府發布的最新消息、重要公告，以及與居民生活息息相關的在地新聞，讓居民能快速掌握城市脈動。 推薦去處： 根據不同使用者身份，提供個性化的週末推薦行程。這些推薦可以包含熱門景點、隱藏版秘境、特色餐廳或咖啡廳，甚至能與 App 內的活動資訊結合，串聯成完整的遊玩路線。 在地商家與社區服務： 未來可以進一步擴充，納入在地商家的優惠資訊或社區服務資訊，如里民活動、志工招募等，深化居民與社區的連結。","這個「智慧新竹生活圈 App」的願望目標，是希望透過科技的力量，將本身九以科技為名的新竹市發揚光大，各種資源、資訊與居民的生活緊密連結，讓新竹成為一個更便利、更具活力的宜居城市。 對社會的影響 提升生活便利性： 居民可以告別繁瑣的資訊搜尋，在一站式平台中輕鬆找到所需的資訊。 增強城市參與感與認同感： 當居民能更便利地了解並參與城市中的大小活動，他們對新竹的認同感與歸屬感也會隨之提升，從而吸引更多人才與家庭來新竹定居。 促進在地經濟發展： 透過推薦在地商家與活動，能有效地為新竹的在地商家和觀光產業帶來人潮。 建立智慧城市品牌形象： 開發這類智慧化 App，將有助於新竹市建立起科技與人文兼具的智慧城市品牌形象，吸引更多高科技人才在此工作與生活。",2,0
102,"高薪也追不上的房價","高房價不僅影響生活品質，也衍生出其他問題，例如員工為尋求較低房價而愈住愈遠，拉長了通勤時間，反過來也加重了交通的負擔","增加多元化的房屋供給，比如社會住宅與青年住宅，在鄰近科學園區或交通便利的公有土地上，規劃大規模、高品質的「只租不售」社會住宅。","鎖定族群不僅限於弱勢，更應涵蓋廣大的園區就業青年與年輕家庭，讓他們在累積資本的階段有穩定且可負擔的居所",0,0
101,"舒緩通勤時間寶山路及光復路的車流","身為在新竹讀書得學生，每次一到上下班或上下學的時間，光復路和寶山路一定會塞得水洩不通。","學習其他縣市設置捷運或是輕軌，TPASS範圍跨至新竹。","舒緩通勤時間寶山路及光復路的車流，除了能有效減緩大家的通勤時間，還能減少事故的發生機率，因為每次車陣中一定會有機車到處鑽來鑽去很危險。",0,0
119,"清大門口的清大夜市管理與規劃","我大學是在清華唸書的，當大學生的時候常常去清華夜市吃東西，那附近的東西也蠻多可以買的。可能那邊的房子設計跟規格已經都很時間了。所以感覺蠻雜亂。 如果可以弄一棟像是台北南門市場那樣的環境會超級棒的！","不知道可不可以在清大門口附近規劃一個區域，讓學生下課後可以在校外走走吃東西，然後又不會覺得是很擁擠雜亂的地方？ 算是夜市跟商圈的管理。如果能做的像是台北 國父紀念館站旁邊那樣的南門市場中心，感覺會很不錯。","環境乾淨的商圈，方便人走走逛逛吃東西。清華交大跟畢業校友的消費力絕對是夠的。因為有時候買東西根本不想跑市區。學生就想在附近解決就好。",0,0
113,"SafePath 新竹學區安全地圖","新竹多數學校周邊路段人行道破碎、違停嚴重、斑馬線視線不良，家長與學生上學路線普遍感到不安全。","建立「SafePath」平台：整合民眾回報熱點 + 政府交通事故開放資料 + CCTV 違停統計。 自動生成學區安全地圖，標示「紅色危險區」與「綠色安全路線」。 提供「AI 路線建議」給家長與學生規劃安全上學路徑。","以學校為試點 比較改善前後「通報件數」「交通事故紀錄」「使用者滿意度」",1,0
112,"地方創生 - 文化探索平台","台灣擁有豐富的文化資產與地方故事，但對外國旅客而言，這些文化價值往往難以被深入體驗。根據我們針對外國旅客及在台外籍學生的問卷調查顯示，約有 80% 的受訪者表示希望深入了解景點背後的故事與歷史，希望旅遊不只是拍照打卡，而能透過故事的方式認識地方文化、獲得更深層的體驗。 然而，目前市面上的數位導覽與實境解謎產品多以繁體中文與高難度謎題為主，設計對象偏向台灣本地玩家。對外國旅客而言，這樣的語言與理解門檻使他們難以真正投入探索過程。","希望開發一款結合故事與任務挑戰的遊戲化文化探索平台。 使用者可透過手機，在行旅中解鎖地點任務、聆聽故事，輕鬆體驗在地文化。 平台支援多語言介面，並結合附近商家資訊，讓文化探索與地方經濟互相連結。 我們希望以科技重新定義旅遊體驗，讓「玩」成為認識文化的新方式。","一、文化與教育層面 • 讓外國旅客在任務與解謎中認識在地文化。 • 可應用於學校戶外教學、文化課程或地方導覽，提升學生的學習動機。 二、地方與社會層面 • 透過任務導流和推薦，增加商家曝光度與來客量，活化地方經濟。 • 可協助地方單位減少導覽人力的負擔，讓遊客能透過平台自行探索、導覽與互動，降低人工導覽成本。 三、科技與創新層面 • 建立可擴充的平台架構，未來可開放讓任何人上架故事與關卡。 • 以資料分析了解旅客行為，優化遊戲體驗與地點設計。",1,0
106,"讓健康不再是恐懼：打造新竹安心健檢城市","雖然政府每年提供多項健康檢查與補助方案，但仍有相當比例的市民不願意或害怕進行健康檢查。 造成這種情況的原因，可能包括： 1.對檢查結果的恐懼與心理壓力 2.對健檢項目與流程的不了解 3.擔心費用負擔 4.缺乏主動關心健康的習慣 這樣的現象導致許多人錯失早期發現疾病與預防的機會。 因此，如何提升新竹市民的健康檢查意願與參與率，並建立健康檢查的正向觀念，成為城市健康政策中的重要課題。","1. 推廣「安心健檢教育」：讓民眾了解檢查流程、意義與常見迷思，減少心理恐懼。 2. 提供「健康補助方案」：讓青年族群也能定期健檢，沒有經濟壓力。 3. 結合社區與醫療院所——舉辦「行動健檢日」或「健康安心講座」，讓健康更貼近生活。","提升新竹市民對健康檢查的正面態度與參與率，打造一個「人人關心健康」的社會氛圍，推動整體城市邁向更永續、健康的未來。",0,1
114,"幸福友善工程師：從邏輯到戀愛，幫你成功脫單！","在科技業中，許多工程師理性、專業、可靠，但在人際互動與情感表達上較不擅長，困擾如下： 1不知道怎麼開始對話、怕講錯話 2不懂女生對方什麼，對曖昧訊號不敏感 3想脫單卻缺乏練習與機會 結果是優質的人默默單身，幸福感低落，甚至影響工作動力與心理健康","由市政府與公司福委會合作推動【幸福友善工程師脫單計畫】，讓戀愛情感教育走進科技職場 做法： 1. 戀愛溝通講座進公司 主題如「理性腦的戀愛練習」、「第一次約會怎麼聊」、「看懂情緒訊號」。 2. AI模擬互動練習系統 模擬真實聊天場景，提供語言建議與情緒回饋，幫助練習對話。 3. 幸福社交活動 結合城市活動、共學課程或興趣配對，讓工程師自然認識異性。 4. 幸福友善企業認證 鼓勵企業支持員工人際與情感發展，打造幸福科技職場文化。","🌸 願望目標： 讓工程師學會自在互動、表達真誠，建立有溫度的人際與戀愛關係，順利脫單！ 🌍 社會影響： 提升工程師人際與溝通能力 降低孤單與社交焦慮，促進心理健康 打造新竹「幸福科技城」品牌，結合產業與幸福力 讓科技人才更快樂、更有歸屬感，深耕於新竹🤩",25,25
115,"樹木多多益善","新竹樹木稀少","可以考慮建立類似大安森林公園之類的地方","辦理活動或平日休閒都很好用",1,1
105,"夜間新竹巷弄照明","新竹許多發展較久的地區有不少少巷子，每到晚上巷子時常看起來十分陰暗，若夜深街道上人比較少的時候時常會覺得有點毛毛的會擔心自己的安全問題。","在沒有路燈晚上較暗的巷子裡安裝小型照明，或感應式led燈照明，不浪費太多電但還是能保持巷弄在有人經過時可以有照明","照亮夜歸人的回家路，給他們可以安全回家的安心",6,5
117,"新竹市區大眾運輸全免永續減碳","新竹市交通壅塞問題日益嚴重，市區汽機車使用率高，導致碳排放與空氣污染問題加劇。許多市民因為車資考量、班次不便或轉乘不易，而不願使用大眾運輸系統，形成惡性循環。雖然市區公車路網已逐漸完善，但整體搭乘率仍偏低，難以發揮減碳與節能的最大效益。","建議推動「新竹市區大眾運輸全免政策」，提供免費市區公車與短程接駁，搭配智慧交通App整合公車定位、時刻查詢與轉乘資訊。可結合電子票證刷卡統計使用頻率，並以市府補助及企業CSR合作方式共同分攤成本。此舉不僅可降低民眾出行成本，也能有效誘導開車族轉乘公共運具。","期望透過市區大眾運輸免費化，鼓勵全民綠色出行，減少汽機車碳排放與交通壅塞，達成節能減碳、空氣品質改善與城市永續發展的目標。同時也能促進弱勢族群、學生與長者的行動平權，打造更加友善、包容與永續的「智慧新竹、低碳城市」。",4,4
108,"新竹捷運夢","新竹市是台灣高科技產業的核心，匯聚了大量的科技人才與就業機會。然而，這也帶來了嚴重的交通問題。大多數居民和通勤族依賴私家車作為主要的交通工具，導致每天的尖峰時段，尤其是通往竹科的主要幹道，如光復路、園區二路等，都面臨嚴重的交通壅塞。 這種嚴重的塞車不造成大量的燃油消耗與碳排放，對環境造成負擔。目前的公車系統雖然有努力，但在載運量與班次密集度上，仍無法滿足龐大的通勤需求，解決方案顯得緩不濟急。","我許願新竹市能積極規劃並興建專屬的捷運系統。這個捷運系統的路線設計應以解決通勤需求為核心，將市區、新竹高鐵站與新竹科學園區串聯起來，形成一個高效的公共運輸網絡。","這個「新竹捷運夢」的最終目標，是建立一個永續且高效的交通系統，為新竹居民帶來更好的生活品質。 其對社會的影響 緩解交通壅塞： 捷運系統的高運量與準時性，能有效縮短通勤時間，讓交通更為順暢。 降低碳排放： 鼓勵更多人搭乘大眾運輸，減少私家車的使用，直接降低燃油消耗與廢氣排放，響應節能減碳的環保目標。 提升城市競爭力： 完善的捷運系統能提升城市的生活機能與宜居性，讓新竹成為更具國際競爭力的科技城市。 帶動周邊發展： 捷運站周邊將形成新的商業與住宅聚落，帶動土地開發與經濟活動，促進城市的均衡發展。",1,1
118,"容積移轉之接管地佔用處理機制強化方案","公共設施用地及都市計畫區辦理接管作業時，常發生土地遭佔用情形，影響後續開發與公共設施使用。為有效排除佔用並減少執行阻力，接管單位會依法通知佔有人限期搬遷，逾期不撤除者得報請主管機關協助強制排除。","建議市府成立「土地接管協調平台」，整合地政、都發、民政及警察等單位共同辦理，以統一作業程序並縮短處理時程。同時，針對弱勢或長期使用者，宜建立合理之補償及輔導機制，兼顧人道關懷與行政效率。另應明確訂定接管期限與權責分工，並導入資訊公開機制，以提升行政透明度與公信力。透過制度面與執行面的同步強化，將可有效排除佔用，促進土地接管順利及都市建設推動。","新竹市地價高昂、土地取得不易，公共設施用地及都市計畫區在辦理接管時，若遭佔用，將嚴重影響都市發展與公共建設進度。為提高行政效能並兼顧社會安定，建議市府除依法執行佔用排除外，應同步建立「土地接管協調平台」，整合地政、都發、民政及警察單位資源，以統一程序、縮短作業時程。同時，針對合法使用或弱勢住戶，可結合容積移轉制度，提供合理補償或移轉誘因，讓地主或開發者在釋地後仍能保有部分開發利益，提升配合意願。",1,1
120,"上班太忙了 沒時間丟垃圾","上班太忙, 特別有時候需要加班, 根本沒辦法配合垃圾車的時間, 很常家裡都會堆積垃圾, 而且禮拜天也沒有垃圾車","希望可以有彈性一點的方案給民眾丟棄垃圾, 而非固定制垃圾車","想要隨時隨地都可以解決丟垃圾的問題",1,1
103,"外國客不多","之前去北埔老街，感覺就是賣吃的地方","老街要有特色，例如建築、地理環境、歷史文化","能吸引外地人前來，又不會走馬看花",0,0
139,"提升新竹市帶狀疱疹疫苗補助，比肩鄰近縣市，守護市民健康","帶狀疱疹（俗稱皮蛇）是由水痘—帶狀疱疹病毒再活化引起的疾病，主要發生於年長者或免疫功能低下者。此病會造成劇烈神經痛，部分患者即使痊癒仍會留下持續數月甚至數年的「帶狀疱疹後神經痛」，嚴重影響生活品質。 目前新竹市提供 50 歲以上市民一次性 2,000 元 的帶狀疱疹疫苗補助。然而，市面上保護力較高的 非活性疫苗（如 Shingrix） 單劑費用約 8,000～9,000 元，需施打兩劑，總費用約 16,000～18,000 元。 與鄰近縣市相比，新竹市補助金額明顯偏低： 竹北市：50 歲以上市民補助 3,800 元（低收入戶最高 4,800 元） 桃園市：50 歲以上市民有條件提供 1 劑免費（價值約 8,500 元） 補助金額的落差使得多數市民仍需自費超過一萬四千元，對中產及弱勢族群而言負擔沈重。這導致部分市民即便了解疫苗效益，仍選擇不施打，錯失預防重症與神經痛的機會。長期而言，未接種者若罹病，將需更多門診、鎮痛及照護支出，增加醫療與家庭照護負擔。","建議新竹市政府比照鄰近縣市，大幅調高帶狀疱疹疫苗補助金額，以實際行動減輕市民負擔、提升接種意願，並兼顧公平性。 具體建議方案 方案一：提高定額補助 將 50 歲以上市民帶狀疱疹疫苗補助金額，從 2,000 元提升至 3,800 元，與竹北市同等。 方案二：比照桃園模式，採高額補助或部分免費制 依疫苗實際價格，建議提高補助至單劑費用的約 50%，即 4,000～5,000 元。 可分階段實施，如： 第一劑提供高額補助或免費接種。 對中低收入戶或弱勢族群提供全額補助。 此舉能顧及普遍性與公平性，並以具體措施支持健康老齡化政策方向。","願望目標 期望透過提高帶狀疱疹疫苗補助，使新竹市 50 歲以上族群能夠以合理成本完成接種，減少因疾病造成的疼痛與生活困擾。補助政策的核心願景是「讓預防變得可負擔」，使健康老化不只是口號，而是實際可行的市政行動。 此提案希望市府能從「疾病後端醫療」轉向「前端預防投資」，讓更多長者在晚年維持行動力與生活品質。同時藉由強化預防醫學措施，減少長期神經痛、慢性疼痛治療等醫療開銷，達到「減痛、省支、促健」三重效益。 對社會的影響 個人層面：降低感染與神經痛風險，提升生活自主與心理健康。 醫療經濟層面：減少門診與慢性疼痛照護成本，降低健保與市政醫療支出。 公共健康層面：強化市民對「主動預防」的信任與行動力，培養健康責任文化。 社會公平層面：對弱勢族群提供高額補助，有助縮小健康落差，體現市府的照顧精神。",2,2
122,"東門市場再造","我很喜歡東門市場的美食，但市場的環境太髒亂，害我都不敢待太久。除此之外我覺得東門市場很可惜，明明是一個很大的地方卻都沒什麼人流還有點恐怖。","我其實滿希望政府可以重新規劃出一個空間讓東門市場可以吸引人流，或是也更多攤販進駐讓東門市場成為熱門景點。","我希望東門市場成為一個不只本地人也愛去的地方，也還能成為讓外縣市的人也想去的景點。 讓新竹不再成為一個只有巨城出名的縣市。",0,0
137,"新竹通加上公車上下車按鈕","在公車上要下車的時候，下車鈴總是在很遙遠的地方，或是被黏在桿子上的人擋住，車上又很擠，導致很難按到下車鈴。","在新竹通上新增上下車鈴按鈕","可以讓公車上下車變得方便",0,1
133,"多在公園設立遊樂設施","新竹可對於極限運動板類運動多加重視","在公園設立滑板場和道路上增加滑板車自行車道","增加板類愛好者和道路安全",0,0
135,"斑馬線太少","新竹路口的斑馬線太少，行人造成過馬路不便，要過個馬路要走好遠好遠才有斑馬線。","增加斑馬線量","用路人更方便",0,0
129,"路面菸蒂垃圾過多","東區很多清大附近的巷子路面雜亂，下雨水溝容易爆滿","定期派人清潔","讓下雨時不會再淹水",0,0
132,"增設公車專用道","新竹的交通真的很脆弱，只要有車禍就是開始塞整條路，下雨天也是塞到不要不要的","建立公車專用道及Brt系統，培養民眾搭乘公車的意願及多班次的運輸，來改善交通塞車的現象","減少塞車對新竹人上班以及出遊的影響",0,0
134,"大眾運輸","大眾運輸還是不太方便","增加公車路線以及班次","希望可以讓大家外出方便一些",1,1
131,"智慧決策與開放資料","目前市政資訊雖然逐步數位化，但仍存在以下問題： • 各局處的資料分散於不同平台，市民難以快速查找或理解城市運作狀況。 • 政府決策過程缺乏數據透明與民眾參與，導致市民對公共政策的信任感不足。 • 市民回報、意見調查或陳情資料未被系統化分析，無法有效反映民生痛點。 因此，缺乏一個整合資料、開放共享、並能輔助決策的智慧治理機制。","建立「市民儀表板」與「開放資料決策平台」： • 整合交通、環境、建設進度等城市運作數據，公開於視覺化平台。 • 利用 AI 分析市民意見與回報資料，協助政府精準判斷優先議題。 • 推動開放資料 API，鼓勵新創團隊運用資料開發便民服務。 • 讓政府決策更透明、市民參與更容易，打造「資料共用、智慧共創」的新竹。","希望透過智慧決策與開放資料的推動，讓城市治理從「資訊提供」進化為「資料共創」。 當政府能公開透明地分享城市數據，市民就能更了解公共政策的脈絡，也能主動參與討論與創新。 這不僅提升政府決策效率與準確度，也能培養市民的數據素養，促進民間與新創團隊開發更多便利生活的應用。 長遠來看，新竹將成為一個更透明、開放、互信的智慧城市典範， 讓「資料共享」成為推動公民參與與社會創新的基礎。",1,0
140,"新竹雷店指南針","新竹外面來工作的人口多，初來乍到這個城市，容易在不清楚店家生態的情況下踩雷，美食沙漠應該也是多次踩雷遇到的情況。我之前修機車也是踩雷多次，容易被坑。","有沒有一個平台搜集了各種新竹食衣住行資訊，然後會有一些評分比較低的雷店，雷店不只是要直接拿 google map 評論，要篩選掉像是洗評分洗出來的，也要從 fb 或者 dcard 上面搜集相關資訊。","留下優良店家，讓大家知道新竹其實有很多特色店家或者好吃的食物",0,1
123,"新竹市「共乘智匯」與「通勤效率提升」專案","主題 : 新竹科學園區通勤交通效率低落 現況 : 新竹市具備高科技產業優勢，但大量通勤車流集中於特定時段（尖峰時段），造成主要幹道（如光復路）嚴重壅塞。傳統的交通建設（如道路拓寬、大型公共運輸規劃）耗時長、無法即時舒緩現狀。 挑戰 : 目前多數車輛為單人乘載，道路資源被低效利用。現有共乘機制因誘因不足、媒合效率差，難以吸引民眾和駕駛參與，導致擁塞問題持續惡化。","本案核心在於建立一個「AI驅動、公私協力」的共乘生態系，將閒置的車輛座位轉化為城市交通運能。 1. 數據驅動的綠色通勤 AI智慧媒合平台： 開發專注於「竹科生活圈」的共乘 App 或 Line Bot。平台利用 AI 大數據（時間、地理位置、公司別）進行高效率、低繞路的路線匹配，將單人通勤模式轉化為多人共乘。 預期效益： 透過數據優化，大幅提升共乘的準點率和效率，讓共乘比單獨開車更具時間優勢。 2. 專屬公私協力模式（解決執行阻力） 鎖定穩定供給端（A項優化）： 繞過一般 Uber 司機的意願問題，由市府與園區大廠牽線，直接與既有的園區接送車隊或大型企業交通車合作，將其閒置座位或回程空車釋出，確保運能穩定。 補貼與獎勵： 平台不只媒合，更由市府與園區企業共同出資，提供穩定且具吸引力的獎勵金予共乘駕駛，解決其時間成本顧慮。","本提案旨在為新竹市建立一套「節省時間、節省資源、數據回饋」的永續通勤模式。 1. 提升通勤時間效率（核心獎勵） 「共乘專屬車道」倡議（B項優化）： 市府向中央或在主要幹道（如光復路）試辦「高乘載專用道」（HOV Lane），使共乘車輛能快速通行。將時間節省作為核心獎勵，讓共乘成為最快速、最聰明的通勤選擇。 園區專屬上/下車點： 在園區周邊設置專屬的**「共乘接駁站」**，解決最後一哩路和等待問題。 2. 數據回饋與城市永續發展（長遠影響） 城市交通數據黑盒： 平台所收集的匿名化交通數據，將成為市府規劃未來大型公共運輸（如 BRT 或輕軌）路線、站點的科學依據，提升決策的精準性與資源配置效率。 3. 企業社會責任與市民積分制（C項優化） 企業積分制： 市府與園區企業合作，將員工使用共乘記錄轉化為企業內的**「ESG/綠色通勤積分」。員工可兌換企業提供的點數、停車費折扣或特休獎勵**，鼓勵市民從個人層面響應城市綠色交通。",2,1
130,"新竹市公車班次與路線優化建議","目前新竹市公車班次間隔時間過長，部分路線與市區主要轉乘點未有效銜接，導致通勤族與學生在尖峰時段常需等候過久，降低大眾運輸使用意願。","建議導入智慧運輸管理系統（ITS），即時調整班次與路線配置，並提供公車動態預測資訊整合至APP中，提升民眾使用便利性。","可減少市區交通壅塞與碳排放，提升公共運輸使用率，促進永續城市發展與智慧交通政策落實。",1,1
124,"東門市場再造改善","我很喜歡東門市場的小吃，但東門市場的環境髒亂而且夏天很悶熱，讓人很不想要進去。 而且其實有點冷清，晚上去其實滿恐怖的 但我覺得很可惜，東門市場應該是一個有潛力發展的景點。可以讓很多人甚至是外縣市的人認識這個景點。","先解決環境髒亂的問題讓人想待在裡面 除此之外可以規劃各種特色活動吸引人流","希望規劃完東門市場，可以讓這個景點成為新竹的特色。讓更多外縣市的人想來新竹玩，帶動新竹地方經濟。 也可以把東門市場的美食推廣出去，破除新竹是「美食沙漠」這個迷思。",0,0
136,"希望新竹有更多跟創業有關的課程及獲取資源的方式","感覺新竹很多都是以科技創業為主，但是對於創業家來說其實不理解自己到底可以在新竹做到什麼樣的創業成果","希望可以多開設一些創業及資源課程，增加同時舉辦一些創業家的聚會，讓新竹的創業氛圍更加提升","提高新竹的創業氣氛，並且讓新竹人的創業成功機率可以提稱，達到更多的正向影響力。",0,0
125,"公車路線很有問題","希望改善公車的發車時間","可以用dynamic schduling的方式，以數學模型去驗證改善","希望讓大家多多使用公車",1,1
138,"「行得順、騎得遠」——新竹火車站動線優化與YouBike友善永續交通計畫","新竹火車站為市區交通的重要樞紐，但存在以下問題： 1. 站內動線不明確：旅客經常分不清前、後站出口位置，標示混亂，導致通行不便。 2. 轉乘不便與交通壅塞：站外缺乏明確的YouBike與行人動線，導致上下班尖峰時段人車爭道、交通混亂。 3. YouBike使用成本偏高：目前YouBike無免費時段，短程移動需付費，降低市民及旅客使用意願，不利推動綠色交通。","1. 優化火車站內外動線標示 重整標示系統，明確標出「前站出口」「後站出口」「YouBike租借點」「公車轉乘區」等關鍵方向。 設置地貼導引與簡易導覽地圖，協助旅客快速辨識路線。 2. 規劃YouBike專用動線與短程免費制度 推動YouBike短程免費（前30分鐘）政策，鼓勵市民及旅客以腳踏車代替機車、計程車短程移動。 規劃腳踏車專用動線與停靠區，分流人車，避免上下班時段交通混亂。 結合周邊景點（如城隍廟、東門城、護城河、清華大學）打造「騎遊新竹」微型綠色交通圈。 3. 智慧導引與永續行動 建立交通導引QR Code地圖，整合YouBike站點、剩餘車量與附近景點導覽資訊。 結合市府永續政策，推動「低碳生活、智慧交通」示範區。","讓旅客與市民能更輕鬆找到路、快速轉乘、無縫銜接交通。 打造低碳、順暢、綠色的交通環境，成為全台綠運輸示範城市。 促進新竹市在「科技 × 永續 × 人文」三者間的均衡發展。 減碳與環境改善：推動YouBike短程免費與規劃腳踏車動線，能降低碳排放與空氣污染，提升市區環境品質。 交通秩序提升：人車分流設計減少尖峰時段混亂，提升市民通勤效率與安全。 觀光與城市形象提升：打造便捷交通體驗，讓旅客更願意停留與探索城市。 永續發展推動力：此計畫能具體落實綠色交通理念，呼應聯合國SDGs第11項「永續城市與社區」目標。",8,7
126,"交通不再擁擠：新竹新捷運的未來藍圖","新竹市交通擁擠的問題越來越嚴重，尤其是上班時段，搭公車常常要苦等，且交通工具選擇有限。這不但影響通勤效率，還讓人心情變得煩躁，像是在等抽獎一樣希望能抽到一班車。","捷運系統：建立全新捷運系統，連線主要商業區、住宅區及學校，形成高效的交通網路。 智慧交通：匯入智慧交通系統，利用APP即時提供車輛到達時間及最佳路線，像在玩Ubisoft的遊戲一樣，冒險從此不再迷路。 腳踏車道改善：推廣捷運站周邊的腳踏車租借與道線設定，鼓勵民眾短途騎行，來幾次悠閒的騎行，頓時心情UP！","目標：建立一個流暢、便捷的公共交通系統，讓通勤時間縮短30%，讓大家不必在交通上耗費太多青春。 社會影響： 減少車輛使用，改善空氣品質，讓新竹的藍天更藍。 促進商業活動，提升市區發展，讓我們的夜市變得更加熱鬧。 提升民眾生活品質，讓通勤不再是一種煎熬，而是一個小小的冒險。",2,2
127,"Ubike沒有30分鐘免費","Ubike沒有30分鐘免費","政府給出優惠","環保",0,0
121,"新竹都沒有可以讓孩童學習探索的展覽館","新竹親子館太少 小孩沒地方去 台北、台中、高雄都有超酷的大型展覽館，但我們竟然一個都沒有！","我們想蓋一座專為孩子設計的「兒童展覽館」","給孩子：讓新竹的孩子在玩樂中愛上科學，而不是只在課本上學。 給家長：解決爸媽「假日不知道帶小孩去哪」的大煩惱，讓新竹成為更好養小孩的地方。 給新竹：蓋一個能代表新竹的親子地標，讓大家知道，「科技城」不只是大人工作的地方，也是小孩快樂學習的天堂！",1,0
128,"提升公車站即時資訊系統準確度","目前新竹市部分公車站牌的即時到站資訊更新延遲，常出現「尚未發車」或「即將到站」卻實際等很久的情況，導致通勤族與學生無法準確掌握班次時間，降低大眾運輸的使用意願。","建議整合公車 GPS 定位資料與 AI 預測模型，利用歷史行車資料預測交通壅塞狀況，動態更新預估到站時間。此外，可設置「異常回報」功能，讓乘客主動通報誤差資訊，協助系統修正。","提升即時資訊準確度可減少乘客等待焦慮，增加公車搭乘率，進一步減少市區汽機車流量與碳排放，推動永續城市交通發展。",0,0
151,"總圖快建立，借書更便利","在新竹借書閱覽好難啊，總圖蓋了很久，孩子從國小都讀到國中了，希望能有更多閱讀借書的地方。","或許可以在各區設分館，或與其他公共建築共存，滿足愛書人的心。","更多書籍在城市裡流通，才是進步城市的指標，不是嗎?",0,0
149,"城市意象：讓「科技城」多一點「人味」","新竹長久以來給人的印象是「科技、菁英、理性」，但少了一點柔軟的溫度。","街景美感化：減少凌亂的廣告看板，推動建築立面整潔、色彩一致性。 • 夜間光環境設計：在東門城、巨城、火車站周邊做「柔光」設計，不只是亮，而是「好看」。 • 城市家具設計：路燈、指標、公車亭重新設計，讓「公共設施也有設計感」。 口號可延伸成：「科技城，也能很有美感。」","街景美感化：減少凌亂的廣告看板，推動建築立面整潔、色彩一致性。 • 夜間光環境設計：在東門城、巨城、火車站周邊做「柔光」設計，不只是亮，而是「好看」。 • 城市家具設計：路燈、指標、公車亭重新設計，讓「公共設施也有設計感」。 口號可延伸成：「科技城，也能很有美感。」",1,0
146,"打造「世代同行」共融基地，讓老幼一起快樂學與玩","現代社會中，長輩與孩童之間的互動日漸減少。許多長者因退休或子女外出而感到孤單，而許多孩子的生活圈則侷限於學校與補習班，缺乏跨世代交流的機會。這樣的代間距離，讓長輩失去參與感，也讓孩子錯失從生活智慧中學習的機會。","在社區中設立「老幼共學共樂基地」，定期舉辦長輩與兒童共學課程，如： 長輩教孩子傳統遊戲、手作或民俗技藝 孩童教長輩使用手機、拍照、平板等數位技能 一起舉辦故事日、繪本共讀、節慶共餐活動 並結合地方社區中心、學校及志工團體，共同經營這些活動空間。","透過共學與陪伴，讓長輩重新融入社區、感受被需要的價值，也讓孩子在互動中學會尊重與關懷。 這不僅能減緩長者的孤獨感、提升心理健康，也能培養下一代的同理心與社會連結，營造「老有所樂、幼有所學」的溫暖城市。",0,0
141,"捷運","新竹公車真的太爛 = =","比起改善公車，做捷運感覺更好。","交通可以更方便",0,0
145,"打造「心靈補給站」—讓城市更溫暖的微空間","現代人壓力大、步調快，許多人在面臨焦慮或低落時，缺乏一個能讓心情喘口氣的地方。特別是學生與上班族，常因心理健康資源不足而難以紓壓。","在學校、捷運站或公園設立「心靈補給站」小角落，提供免費的心理諮詢資訊、溫馨卡片、情緒留言牆與芳香放鬆空間。並可結合志工與心理系學生定期舉辦「心靈對話日」。","透過心靈補給站，讓人們感受到被關心與支持，促進社區心理健康，減少孤獨與焦慮感，打造更友善的城市氛圍",0,0
160,"增設娛樂場所","希望新竹（尤其清交、科學園區附近）可以增加多一點娛樂場所，學生跟工程師壓力太大了，需要更多管道適當放鬆。","希望能透過政府做市場調查、提倡，以及後續的補助等方式吸引店家。","可以讓清交學生與竹科工程師有更多娛樂場所，一方面提升大家的生活機能，一方面振興經濟。",14,12
152,"在新竹當行人好辛苦","新竹市區道路不寬，往往沒有人行道，汽機車又不大守交通規則，每次在路上走，都很提心吊膽。","在危險路段請盡量多規畫行人空間，要以人為本去設想如何才能行得安全。同時，也要用法規來規範人民，盡量去推動吧。","道路不只是給汽機車的車主使用，大家都是用路人，每個人都希望平安出門、平安回家，請市府再多多考量，如何讓每個用路人都平安。",1,1
